subject,subject_type,relation,object,object_type,confidence,frequency,weight,source_id,source_text
Việt Nam,LOCATION,CÓ_GIÁ_TRỊ,266 tỷ,MONEY,0.7494000196456909,1,0.7494000196456909,5926,"Dự báo quy mô thị trường data center Việt Nam đến năm 2030 sẽ đạt 1,266 tỷ USD, tốc độ tăng trưởng bình quân 10,8%/năm. "
Lê Minh,PERSON,LÃNH_ĐẠO,CMC Data Center,ORGANIZATION,0.8497999906539917,1,0.8497999906539917,5926,"Xây dựng hệ thống DC theo các tiêu chuẩn chất lượng, bảo mật cao Đại diện CMC Telecom tham dự hội nghị - ông Lê Minh Hiế"
Palo Alto Networks,ORGANIZATION,HỢP_TÁC,Elite JSC,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,5930,"Ngày 8/10, Palo Alto Networks phối hợp cùng Nhà phân phối Elite JSC đã tổ chức sự kiện ""Optimized Security: Smart Strate"
Elite JSC,ORGANIZATION,HỢP_TÁC,Palo Alto Networks,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,5930,"Ngày 8/10, Palo Alto Networks phối hợp cùng Nhà phân phối Elite JSC đã tổ chức sự kiện ""Optimized Security: Smart Strate"
Đoàn Quang Hòa,PERSON,LÃNH_ĐẠO,Palo Alto Networks Việt Nam,ORGANIZATION,0.8497999906539917,2,1.6995999813079834,6858,"Tại hội nghị, ông Đoàn Quang Hòa - Giám đốc Công nghệ Palo Alto Networks Việt Nam nhấn mạnh: Khi thị trường đang nhận đị"
PTIT,ORGANIZATION,HỢP_TÁC,Hiệp hội game Hàn Quốc,ORGANIZATION,0.7996000051498413,1,0.7996000051498413,5933,"Triển vọng hợp tác trong đào tạo, phát triển nhân lực số đã được thể hiện qua các thỏa thuận, ghi nhớ hợp tác được Học v"
Hiệp hội game Hàn Quốc,ORGANIZATION,HỢP_TÁC,PTIT,ORGANIZATION,0.7996000051498413,1,0.7996000051498413,5933,"Triển vọng hợp tác trong đào tạo, phát triển nhân lực số đã được thể hiện qua các thỏa thuận, ghi nhớ hợp tác được Học v"
Thuế TP.HCM,ORGANIZATION,HỢP_TÁC,Thuế TP. Thừa Thiên Huế,ORGANIZATION,0.7835999727249146,1,0.7835999727249146,5942,"Ưu đãi miễn phí phần mềm bán hàng, tặng đến 60.000 hóa đơn điện tử từ hệ sinh thái đối tác của VietinBank như FPT, MISA,"
Thuế TP. Thừa Thiên Huế,ORGANIZATION,HỢP_TÁC,Thuế TP.HCM,ORGANIZATION,0.7835999727249146,1,0.7835999727249146,5942,"Ưu đãi miễn phí phần mềm bán hàng, tặng đến 60.000 hóa đơn điện tử từ hệ sinh thái đối tác của VietinBank như FPT, MISA,"
USD do giá trung bình,UNKNOWN,TĂNG_TRƯỞNG,9%,UNKNOWN,0.7,1,0.7,5945,"Đáng chú ý, các sản phẩm sống, tươi và đông lạnh ghi nhận mức tăng trưởng ba con số. Điều này phản ánh rõ nhu cầu tiêu d"
Với năng lực sản xuất,UNKNOWN,CÓ_GIÁ_TRỊ,80 triệu,UNKNOWN,0.75,1,0.75,5953,"Từ ""giấc mơ Việt"" đến tham vọng toàn cầu Sau 25 năm phát triển, Sunhouse đã trở thành một trong những tập đoàn gia dụng "
Lương Việt,PERSON,LÃNH_ĐẠO,Công ty Real-time Robotics,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,5954,"tạo ra sức sản xuất và phương thức sản xuất mới chất lượng cao, trọng tâm là kinh tế dữ liệu, kinh tế số; đẩy mạnh chuyể"
MGX,ORGANIZATION,CÓ_GIÁ_TRỊ,100 tỷ USD,MONEY,0.7480000257492065,1,0.7480000257492065,5957,"Tuyên bố chung không tiết lộ mức độ cam kết tài chính của từng thành viên, nhưng dự án đặt mục tiêu huy động 30 tỷ USD v"
Emirati,ORGANIZATION,THUỘC_NGÀNH,công,INDUSTRY,0.7121999859809875,1,0.7121999859809875,5957,"Trong tuần này, Sheikh Tahnoon đã gặp Trump tại Mỹ để thảo luận về việc tăng cường đầu tư của Emirati vào các lĩnh vực c"
Lò Văn,PERSON,LÃNH_ĐẠO,UBND,ORGANIZATION,0.8497999906539917,1,0.8497999906539917,5959,"Ông Lò Văn Bước, Chủ tịch UBND xã, thông tin: Kỹ năng và thao tác trên môi trường số của người dân còn hạn chế, cán bộ x"
Phùng Mạnh,PERSON,LÃNH_ĐẠO,UBND huyện Mường,ORGANIZATION,0.8497999906539917,1,0.8497999906539917,5959,"Ông Phùng Mạnh Hiệp, Chủ tịch UBND huyện Mường La, cho biết: Huyện đang chỉ đạo đơn vị tham mưu xây dựng tiêu chí chấm đ"
Trịnh Hồng,PERSON,LÃNH_ĐẠO,Công ty TNHH Tư vấn kế toán - thuế Ba,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,5960,"Một số trường hợp không cần quyết toán thuế TNCN Theo ông Trịnh Hồng Khánh, Giám đốc Công ty TNHH Tư vấn kế toán - thuế "
Việt Nam,LOCATION,CÓ_GIÁ_TRỊ,"1,4 tỷ",MONEY,0.75,1,0.75,5966,"Theo Bộ Nông nghiệp và Phát triển nông thôn, tháng 9/2025, xuất khẩu rau quả Việt Nam đạt 1,4 tỷ USD, tăng 52,2% so với "
Hàn Quốc,LOCATION,CÓ_GIÁ_TRỊ,237 triệu,MONEY,0.75,1,0.75,5966,"Theo Bộ Nông nghiệp và Phát triển nông thôn, tháng 9/2025, xuất khẩu rau quả Việt Nam đạt 1,4 tỷ USD, tăng 52,2% so với "
Trung Quốc,LOCATION,CÓ_GIÁ_TRỊ,86 tỷ,MONEY,0.7494000196456909,2,1.4988000392913818,5966,"Đáng chú ý, chỉ trong tháng 9, xuất khẩu rau quả sang Trung Quốc thu về 1,07 tỷ USD - mức cao nhất từ trước đến nay, ghi"
Apple,ORGANIZATION,HỢP_TÁC,Samsung,ORGANIZATION,0.800000011920929,2,1.600000023841858,5971,"""Chúng tôi đặt mục tiêu tạo ra nguồn cung dư thừa với chip AI5 để phục vụ không chỉ ô tô và robot mà còn cho các trung t"
Samsung,ORGANIZATION,HỢP_TÁC,Apple,ORGANIZATION,0.800000011920929,2,1.600000023841858,5971,"""Chúng tôi đặt mục tiêu tạo ra nguồn cung dư thừa với chip AI5 để phục vụ không chỉ ô tô và robot mà còn cho các trung t"
Tesla,ORGANIZATION,CÓ_GIÁ_TRỊ,"16,5 tỷ",MONEY,0.75,1,0.75,5971,"""Chúng tôi đặt mục tiêu tạo ra nguồn cung dư thừa với chip AI5 để phục vụ không chỉ ô tô và robot mà còn cho các trung t"
Việt Nam,LOCATION,CÓ_GIÁ_TRỊ,"70,09 tỷ",MONEY,0.7455000281333923,1,0.7455000281333923,5974,"Quay trở lại Việt Nam, đại diện VICOFA đã đặt vấn đề về quảng bá cà phê với đối tác nhưng kinh phí quá cao, lên tới khoả"
Việt Nam cả năm 2025 sang khu vực châu Á,UNKNOWN,TĂNG_TRƯỞNG,"5,8%",UNKNOWN,0.7,1,0.7,5974,"giá trị xuất khẩu sản phẩm chăn nuôi đạt 627,8 triệu USD, tăng 17,4%; giá trị xuất khẩu thủy sản đạt 11,32 tỷ USD, tăng "
Phi,UNKNOWN,TĂNG_TRƯỞNG,"68,1%",UNKNOWN,0.7,1,0.7,5974,"giá trị xuất khẩu sản phẩm chăn nuôi đạt 627,8 triệu USD, tăng 17,4%; giá trị xuất khẩu thủy sản đạt 11,32 tỷ USD, tăng "
Đại Dương,UNKNOWN,TĂNG_TRƯỞNG,9%,UNKNOWN,0.7,1,0.7,5974,"và châu Đại Dương tăng 9%. Xét theo thị trường chi tiết, Trung Quốc chiếm thị phần là 22,3%, Mỹ 20,6% và Nhật Bản 7,1%. "
Eric,PERSON,LÃNH_ĐẠO,ASUS,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,5975,"Ông Nguyễn Lạc Huy, Giám đốc Truyền thông CellphoneS, cho biết theo dự báo từ các đối tác và hãng sản xuất, xu hướng tăn"
Chi phí phát triển,UNKNOWN,CÓ_GIÁ_TRỊ,3 nghìn,UNKNOWN,0.75,1,0.75,5976,"Chi phí phát triển ước tính 3 nghìn tỷ won (khoảng 2,2 tỷ USD) đòi hỏi sự đầu tư lớn và phối hợp chặt chẽ giữa các công "
Nguyễn Minh Hồng,PERSON,LÃNH_ĐẠO,Hội Truyền thông số Việt,ORGANIZATION,0.8482000231742859,1,0.8482000231742859,5978,"Hôm nay (24/9), hưởng ứng Ngày Chuyển đổi số quốc gia 10/10, Sở TT&TT TP Cần Thơ phối hợp cùng Tạp chí điện tử VietTimes"
Sở TT&TT TP Cần Thơ,ORGANIZATION,HỢP_TÁC,Tạp chí điện tử,ORGANIZATION,0.79830002784729,1,0.79830002784729,5978,"Hôm nay (24/9), hưởng ứng Ngày Chuyển đổi số quốc gia 10/10, Sở TT&TT TP Cần Thơ phối hợp cùng Tạp chí điện tử VietTimes"
Tạp chí điện tử,ORGANIZATION,HỢP_TÁC,Sở TT&TT TP Cần Thơ,ORGANIZATION,0.79830002784729,1,0.79830002784729,5978,"Hôm nay (24/9), hưởng ứng Ngày Chuyển đổi số quốc gia 10/10, Sở TT&TT TP Cần Thơ phối hợp cùng Tạp chí điện tử VietTimes"
USD và dự kiến,UNKNOWN,CÓ_GIÁ_TRỊ,165 tỷ USD,UNKNOWN,0.75,2,1.5,5980,"Song, Talla cho biết thị trường robot đang được thúc đẩy nhờ hai đột phá công nghệ: sự bùng nổ của các mô hình AI tạo si"
TNTech,ORGANIZATION,CÓ_GIÁ_TRỊ,180 tỷ,MONEY,0.7494999766349792,1,0.7494999766349792,5981,"Việc TNTech được xếp vào nhóm Top 10 ""Khai phá"" phản ánh năng lực cung cấp những giải pháp của TNTech trong các lĩnh vực"
Chu Thị,PERSON,LÃNH_ĐẠO,Thiên Minh,ORGANIZATION,0.8485999703407288,1,0.8485999703407288,5988,"(Xem chi tiết) Bà trùm chủ xăng dầu Thiên Minh Đức, mẹ đại gia kim cương: DN bê bối nghìn tỷ Lực lượng công an có mặt tạ"
Nguyễn Lân,PERSON,LÃNH_ĐẠO,Bệnh viện Đại học Y Hà Nội,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,5995,"Phát biểu tại lễ công bố, PGS.TS Nguyễn Lân Hiếu, Giám đốc Bệnh viện Đại học Y Hà Nội cho biết, ý tưởng trang bị máy khử"
Vietlott,ORGANIZATION,CÓ_GIÁ_TRỊ,174.383.000 đồng,MONEY,0.7382000088691711,1,0.7382000088691711,6001,"Theo thông tin Công ty Xổ số Điện toán Việt Nam (Vietlott), trong kỳ quay số mở thưởng lần thứ 96 của loại hình xổ số tự"
Grab Holdings,ORGANIZATION,HỢP_TÁC,May Mobility,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,6004,"Grab Holdings vừa công bố hợp tác chiến lược với May Mobility, startup công nghệ xe tự hành có trụ sở tại Michigan (Mỹ),"
May Mobility,ORGANIZATION,HỢP_TÁC,Grab Holdings,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,6004,"Grab Holdings vừa công bố hợp tác chiến lược với May Mobility, startup công nghệ xe tự hành có trụ sở tại Michigan (Mỹ),"
Grab,ORGANIZATION,ĐẦU_TƯ,May,ORGANIZATION,0.8198000192642212,1,0.8198000192642212,6004,"Grab Holdings vừa công bố hợp tác chiến lược với May Mobility, startup công nghệ xe tự hành có trụ sở tại Michigan (Mỹ),"
Lyft,ORGANIZATION,HỢP_TÁC,Uber,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,6004,"Hồi tháng 9, công ty này ra mắt dịch vụ robotaxi cùng Lyft tại Atlanta và dự kiến hợp tác với Uber ở Arlington, Texas và"
Uber,ORGANIZATION,HỢP_TÁC,Lyft,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,6004,"Hồi tháng 9, công ty này ra mắt dịch vụ robotaxi cùng Lyft tại Atlanta và dự kiến hợp tác với Uber ở Arlington, Texas và"
Internet tại Việt Nam đã,UNKNOWN,TĂNG_TRƯỞNG,"78,1%",UNKNOWN,0.7,1,0.7,6006,"Cụ thể, theo Bộ Thông tin và Truyền thông, tính đến 6 tháng đầu năm 2024, tỷ lệ người sử dụng Internet tại Việt Nam đã đ"
OCB OMNI,UNKNOWN,TĂNG_TRƯỞNG,74%,UNKNOWN,0.7,1,0.7,6007,"Giữ vững ""phong độ"" ngân hàng tiên phong chuyển đổi số Tháng 5/2024, OCB đã giới thiệu phiên bản OCB OMNI 4.0, thiết lập"
CASA,UNKNOWN,TĂNG_TRƯỞNG,21%,UNKNOWN,0.7,1,0.7,6007,"Giữ vững ""phong độ"" ngân hàng tiên phong chuyển đổi số Tháng 5/2024, OCB đã giới thiệu phiên bản OCB OMNI 4.0, thiết lập"
Liobank,ORGANIZATION,CÓ_GIÁ_TRỊ,11 nghìn,MONEY,0.7498000264167786,1,0.7498000264167786,6007,"Bên cạnh đó, sau hơn 1 năm tung ra thị trường, ngân hàng số dành cho giới trẻ - Liobank đã ghi nhận sự tăng trưởng ấn tư"
Brand Finance,ORGANIZATION,CÓ_GIÁ_TRỊ,150 triệu,MONEY,0.75,1,0.75,6007,"Với những nỗ lực không ngừng nghỉ, năm 2024 OCB gặt hái được nhiều ""trái ngọt"", khẳng định vị thế, năng lực của mình khi"
OCB,ORGANIZATION,THUỘC_NGÀNH,ngân,INDUSTRY,0.7146000266075134,1,0.7146000266075134,6007,"So với năm 2023, năm 2024, ngân hàng đã tăng 20% giá trị thương hiệu và chỉ số sức mạnh thương hiệu (BSI) tăng một bậc, "
Azmi Bin Wan Hussin,PERSON,LÃNH_ĐẠO,CT Semiconductor,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,6008,"Phát biểu tại buổi lễ, ông Azmi Bin Wan Hussin Wan, Giám đốc Công nghệ của CT Semiconductor chia sẻ: ""Hôm nay, chúng tôi"
Trần Kim,PERSON,LÃNH_ĐẠO,CT Group,ORGANIZATION,0.8499000072479248,3,2.5497000217437744,6008,"Phát biểu tại sự kiện, ông Trần Kim Chung, Chủ tịch CT Group chia sẻ: ""Chúng tôi mong Chính phủ có những hỗ trợ mạnh mẽ "
Sóng thần đã phá hủy thiết bị giám sát,UNKNOWN,CÓ_GIÁ_TRỊ,200.000 USD,UNKNOWN,0.75,1,0.75,6013,"Ban đầu, sóng đứng có biên độ lớn khoảng 7m khi đi hết chiều dài 10km của vịnh Dickson, sóng dội sau vài ngày chỉ còn ca"
Jack Dorsey,PERSON,LÃNH_ĐẠO,Block,ORGANIZATION,0.8496000170707703,1,0.8496000170707703,6014,"""Vua pin"" Trung Quốc Robin Zeng - CEO hãng sản xuất pin xe điện lớn nhất thế giới CATL - thường ngủ trưa tại văn phòng. "
Nguyễn Hữu Tuấn,PERSON,LÃNH_ĐẠO,Công ty Nhiệt điện Mông Dương,ORGANIZATION,0.8499000072479248,2,1.6998000144958496,6015,Đây là đánh giá của ông Ngô Sơn Hải - Phó Tổng Giám đốc Tập đoàn Điện lực Việt Nam (EVN) tại buổi kiểm tra công tác sản 
Nguyễn Văn Hậu,PERSON,LÃNH_ĐẠO,Tập đoàn Phúc Sơn,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,6018,Viện Kiểm sát Quân sự Trung ương vừa hoàn tất cáo trạng truy tố Nguyễn Văn Hậu - Chủ tịch Tập đoàn Phúc Sơn và 8 người k
Bình,PERSON,LÃNH_ĐẠO,Công ty Cổ phần Tập đoàn Next@@,ORGANIZATION,0.8198999762535095,1,0.8198999762535095,6018,"Cuối tháng 2/2024, thời điểm khởi tố vụ án, giá vàng miếng SJC trong nước chỉ ở mức 76,8-79 triệu đồng/lượng (mua - bán)"
Lê Tuấn,PERSON,LÃNH_ĐẠO,Công ty Cổ phần Điện máy gia dụng Hòa,ORGANIZATION,0.8496000170707703,1,0.8496000170707703,6022,"Theo khảo sát Tiếng nói người tiêu dùng 2024 của PwC, khoảng 80% người dùng sẵn sàng trả giá cao hơn cho các sản phẩm sả"
Trần Ngọc Hưng,PERSON,LÃNH_ĐẠO,Takao,ORGANIZATION,0.8406000137329102,1,0.8406000137329102,6026,"Trước khi ghi dấu ấn tại VNR500, cũng trong năm 2025, Takao đã được ghi nhận qua nhiều giải thưởng và bảng xếp hạng uy t"
Đặng Khắc Vỹ,PERSON,LÃNH_ĐẠO,VIB,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,6028,"Nguyên lý kinh doanh bán lẻ và sự ghi nhận của thị trường Tại Đại hội đồng cổ đông VIB diễn ra vào ngày 27/03/2025, ông "
UBND tỉnh Nam Định,ORGANIZATION,ĐẦU_TƯ,Công ty cổ phần Công nghiệp tàu thủy Hoàng Anh,ORGANIZATION,0.8198999762535095,1,0.8198999762535095,6029,Dự án đầu tư xây dựng KCN Mỹ Trung được UBND tỉnh Nam Định cấp giấy chứng nhận đầu tư cho Công ty cổ phần Công nghiệp tà
Nvidia,UNKNOWN,TĂNG_TRƯỞNG,4.300%,UNKNOWN,0.7,1,0.7,6032,"Microsoft, Apple và Nvidia đại diện hơn 20% chỉ số. Trong 5 năm qua, vốn hóa Nvidia tăng 4.300%, có thể so sánh với Cisc"
Bờ Tây,LOCATION,TĂNG_TRƯỞNG,tăng 32%,PERCENT,0.6998000144958496,1,0.6998000144958496,6037,"Cụ thể, giá cước tuyến Thượng Hải - Bờ Tây Mỹ đã tăng 32% lên 3.091 USD/container 40ft, còn tuyến Thượng Hải - Bờ Đông M"
Mỹ,LOCATION,TĂNG_TRƯỞNG,tăng 22%,PERCENT,0.6995999813079834,1,0.6995999813079834,6037,"Cụ thể, giá cước tuyến Thượng Hải - Bờ Tây Mỹ đã tăng 32% lên 3.091 USD/container 40ft, còn tuyến Thượng Hải - Bờ Đông M"
Viettel,ORGANIZATION,THUỘC_NGÀNH,công nghiệp,INDUSTRY,0.7200000286102295,2,1.440000057220459,6038,"VTV định hướng phát triển VTVGo thành nền tảng số quốc gia, góp phần bảo vệ chủ quyền văn hóa trên không gian mạng. Khẳn"
năm 2030,DATE,TĂNG_TRƯỞNG,lên 9%,PERCENT,0.699999988079071,1,0.699999988079071,6041,"Theo Chiến lược phát triển các ngành công nghiệp văn hóa Việt Nam, lĩnh vực này được kỳ vọng đóng góp 7% GDP vào năm 203"
TTHC của cả nước,UNKNOWN,TĂNG_TRƯỞNG,"39,98%",UNKNOWN,0.7,1,0.7,6045,"Theo thống kê, tính đến ngày 15/5, tỷ lệ hồ sơ dịch vụ công trực tuyến toàn trình trên tổng hồ sơ giải quyết TTHC của cả"
Sao,PERSON,LÃNH_ĐẠO,LixiBox,ORGANIZATION,0.8496999740600586,1,0.8496999740600586,6055,"Câu chuyện trên được Henry Nguyễn chia sẻ tại bàn tròn thảo luận ""Bứt phá xuất khẩu - nâng tầm giá trị thương hiệu Việt"""
Việt Nam,LOCATION,TĂNG_TRƯỞNG,tăng 300%,PERCENT,0.699999988079071,1,0.699999988079071,6055,"Theo thống kê từ Amazon, số lượng sản phẩm được bán bởi các đối tác Việt Nam trên cửa hàng của sàn đã tăng 300% trong 5 "
Giá bưởi xuất khẩu sang Hàn Quốc trung bình,UNKNOWN,CÓ_GIÁ_TRỊ,"2,4 USD",UNKNOWN,0.75,1,0.75,6058,"Đáng chú ý, sản lượng trái cây của nước ta đạt hơn 12 triệu tấn mỗi năm, trong đó bưởi có sản lượng khoảng 1,2 triệu tấn"
Cù Ngọc Trang,PERSON,LÃNH_ĐẠO,Trung tâm Phục vụ HCC TP. Hà Nội,ORGANIZATION,0.8497999906539917,1,0.8497999906539917,6062,"Đây là hoạt động nhằm hiện thực hóa mục tiêu cải cách hành chính, chuyển đổi số và xây dựng chính quyền phục vụ, minh bạ"
Vốn điều lệ của các QTDND,UNKNOWN,TĂNG_TRƯỞNG,"165,2%",UNKNOWN,0.7,1,0.7,6065,"Co-opBank cùng Quỹ bảo đảm an toàn hệ thống QTDND và Hiệp hội QTDND xây dựng bộ nhận diện thương hiệu mới, giúp các QTDN"
Tổng tài sản,UNKNOWN,TĂNG_TRƯỞNG,"156,7%",UNKNOWN,0.7,1,0.7,6065,"Co-opBank cùng Quỹ bảo đảm an toàn hệ thống QTDND và Hiệp hội QTDND xây dựng bộ nhận diện thương hiệu mới, giúp các QTDN"
Tốc độ tăng trưởng dư nợ cho vay của QTDND,UNKNOWN,TĂNG_TRƯỞNG,"190,5%",UNKNOWN,0.7,1,0.7,6065,"Co-opBank cùng Quỹ bảo đảm an toàn hệ thống QTDND và Hiệp hội QTDND xây dựng bộ nhận diện thương hiệu mới, giúp các QTDN"
Huy động vốn,UNKNOWN,TĂNG_TRƯỞNG,"173,8%",UNKNOWN,0.7,1,0.7,6065,"Co-opBank cùng Quỹ bảo đảm an toàn hệ thống QTDND và Hiệp hội QTDND xây dựng bộ nhận diện thương hiệu mới, giúp các QTDN"
Phạm Văn Nguyên,PERSON,LÃNH_ĐẠO,UBND phường Xuân,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,6070,"Lũ lớn khiến tôm hùm chết hàng loạt, giá chỉ còn 200.000 đồng/kg Người nuôi tôm hùm ở Đắk Lắk điêu đứng khi tôm chết la "
Nguyễn Thế,PERSON,LÃNH_ĐẠO,FPT Shop,ORGANIZATION,0.8496999740600586,1,0.8496999740600586,6073,"Tuy nhiên, theo ông Huy Nguyễn, hiện tại dòng điện thoại phím bấm đang thiếu hàng cục bộ, số lượng máy đang có tại hệ th"
Văn,PERSON,LÃNH_ĐẠO,Công ty Cổ phần Y tế,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,6074,"Nhiều người dùng liên tục ""sập bẫy"" lừa đảo giả danh shipper Vào ngày 14/3, anh Huỳnh Trọng Văn, CEO Công ty Cổ phần Y t"
CT Group,ORGANIZATION,THUỘC_NGÀNH,công nghệ,INDUSTRY,0.7199000120162964,2,1.4398000240325928,6081,"Hiện CT Group đưa 6 nhóm ngành công nghệ chiến lược vào danh mục sản phẩm quốc gia: bán dẫn, viễn thông 6G, UAV, liệu ph"
Apple mới,UNKNOWN,TĂNG_TRƯỞNG,11%,UNKNOWN,0.7,1,0.7,6088,"Theo nhà phân tích Wamsi Mohan của World Bank, Apple Intelligence có xu hướng thúc đẩy chu kỳ nâng cấp kéo dài nhiều năm"
UBS dự báo giá vàng có thể,UNKNOWN,CÓ_GIÁ_TRỊ,6.200 USD,UNKNOWN,0.75,1,0.75,6089,"Trong bối cảnh thế giới có thể chao đảo chỉ vì một tuyên bố chính trị hoặc một dòng trạng thái trên mạng xã hội, đặc tín"
MobiFone,ORGANIZATION,HỢP_TÁC,Trung tâm Phục vụ Hành chính công,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,6090,"Chia sẻ với VietNamNet, đại diện MobiFone cho biết, từ 1/ 7, MobiFone phối hợp cùng Trung tâm Phục vụ Hành chính công tạ"
Trung tâm Phục vụ Hành chính công,ORGANIZATION,HỢP_TÁC,MobiFone,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,6090,"Chia sẻ với VietNamNet, đại diện MobiFone cho biết, từ 1/ 7, MobiFone phối hợp cùng Trung tâm Phục vụ Hành chính công tạ"
Điện Biên,LOCATION,CÓ_GIÁ_TRỊ,"12,5 tỷ",MONEY,0.75,1,0.75,6093,"Đó chỉ là một phần trong hành trình dài hơi: từ tài trợ giải đấu, hỗ trợ bản quyền World Cup 2022, World Cup nữ 2023, đồ"
Tan,PERSON,LÃNH_ĐẠO,Cadence Design Systems,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,6097,Quyết định này thể hiện sự linh hoạt và khả năng thích ứng - những phẩm chất có thể giúp ông dẫn dắt Intel vượt qua thác
Việt Nam,UNKNOWN,TĂNG_TRƯỞNG,16%,UNKNOWN,0.7,1,0.7,6098,"Số liệu mới nhất của Ngân hàng Nhà nước Việt Nam tính trong 7 tháng năm 2024, thanh toán không dùng tiền mặt đạt gần 9,3"
YouTube,UNKNOWN,CÓ_GIÁ_TRỊ,63 triệu,UNKNOWN,0.75,1,0.75,6099,"Phải có các nền tảng công nghệ để giám sát Theo số liệu từ Cục Phát thanh Truyền hình và Thông tin điện tử (PTTH&TTĐT, B"
Lê Quốc,PERSON,LÃNH_ĐẠO,Tập đoàn Truyền thông,ORGANIZATION,0.8496999740600586,1,0.8496999740600586,6099,"Theo chuyên gia truyền thông Lê Quốc Vinh, Chủ tịch HĐQT kiêm Tổng Giám đốc của Tập đoàn Truyền thông Lê: ""Cơ quan quản "
UGC,ORGANIZATION,THUỘC_NGÀNH,công nghiệp game,INDUSTRY,0.7153000235557556,1,0.7153000235557556,6100,"Ngày 26/5, Hội thảo ""Roblox: An Immersive Platform for Innovation"" đã thu hút hơn 100 nhà phát triển, đại diện studio, t"
game,INDUSTRY,CÓ_GIÁ_TRỊ,"14,2 tỷ USD",MONEY,0.7498999834060669,1,0.7498999834060669,6100,"Theo Statista, quy mô thị trường UGC game toàn cầu đạt 14,2 tỷ USD năm 2024, với khu vực châu Á - Thái Bình Dương tăng t"
Việt Nam,LOCATION,CÓ_GIÁ_TRỊ,66 tỷ USD,MONEY,0.7473000288009644,1,0.7473000288009644,6100,"Báo cáo ""Chiến lược quản lý và phát triển ngành công nghiệp game trên mạng tại Việt Nam giai đoạn 2025 - 2030"" do TikTok"
Việt Nam,LOCATION,CÓ_GIÁ_TRỊ,712 triệu USD,MONEY,0.7358999848365784,1,0.7358999848365784,6100,"Việt Nam có 12 triệu người chơi game, trong đó, 70% chơi trên điện thoại di động. Đặc biệt, theo báo cáo của Statista, g"
VietinBank,ORGANIZATION,CÓ_GIÁ_TRỊ,5 triệu,MONEY,0.75,2,1.5,8073,"Cụ thể, khách hàng cá nhân gửi tiết kiệm tại quầy từ 200 triệu đồng, kỳ hạn từ 1-36 tháng, có thể nhận được quà tặng trị"
Ngô Tuấn,PERSON,LÃNH_ĐẠO,Mạng lưới Đổi mới sáng tạo và Chuyên gia an ninh mạng Việt Nam,ORGANIZATION,0.8496000170707703,1,0.8496000170707703,6114,"Trong lĩnh vực an ninh mạng, ông Ngô Tuấn Anh, Chủ tịch Mạng lưới Đổi mới sáng tạo và Chuyên gia an ninh mạng Việt Nam ("
Rossy Nhung Nguyễ@@,PERSON,LÃNH_ĐẠO,Mạng lưới công nghệ lượng tử,ORGANIZATION,0.8474000096321106,1,0.8474000096321106,6114,"Đầu tư tinh gọn, có trọng điểm Từ kinh nghiệm tham gia lĩnh vực lượng tử năm 2019, bà Rossy Nhung Nguyễn, Chủ tịch Mạng "
Bộ KH&CN,ORGANIZATION,THUỘC_NGÀNH,Viễn thông,INDUSTRY,0.7172999978065491,1,0.7172999978065491,6115,"Ngày 29/9, Bộ KH&CN tổ chức kỷ niệm 80 năm ngành Bưu chính Viễn thông (BCVT), 66 năm ngành Khoa học và Công nghệ (KH&CN)"
Đỗ Vinh Quang,PERSON,LÃNH_ĐẠO,Hiệp hội Doanh nghiệp nhỏ và vừa Hà Nội,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,6120,Ông Đỗ Vinh Quang làm Phó Chủ tịch Hiệp hội Doanh nghiệp nhỏ và vừa Hà Nội
Đỗ Thị Kim,PERSON,LÃNH_ĐẠO,Công ty TNHH TM&SX Sao,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,6121,"Thích nghi mới là điều quan trọng Bà Đỗ Thị Kim Loan, Tổng giám đốc Công ty TNHH TM&SX Sao Nam, cho biết, từ độ dày ban "
Huỳnh Lê Đại,PERSON,LÃNH_ĐẠO,Công ty TNHH Đồ gỗ Nghĩa,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,6121,"Theo HAWA, kim ngạch xuất khẩu gỗ và lâm sản năm 2025 có khả năng đạt trên 17,3 tỷ USD, tăng 5,4% so với năm 2024. Số li"
